filename,objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,access_restriction,rightsstatement,display_template,cataloger,rights,citation
sjsu_1967_photo_001.jpg,sjsu_1967_photo_001,Anti-war protest,Spartan Daily (Creator),1967-11,"Male student holds a sign in front of an ROTC advertisement promoting the Marines. The signs read: 1) Join the Marines. Learn to kill Presidents, Destroy homes and burn children; 2) Be a leader of men, be an officer in the Marines.","San Jose State University, Anti-war, Students, Campus",San Jose State University,37.3352,-121.8811,"San Jose State University, Special Collections and Archives - https://calisphere.org/item/6598d159f2900ea4187dcf1a2f74a49e/",SJSU_civrights_023,Black and white film camera,image/jpg,English,Creative Commons Licensing- Non Commercial,All requests for permission to publish or quote from this collection must be submitted in writing to the Director of Special Collections. Permission for publication is given on behalf of the Special Collections & Archives. Copyright restrictions may apply to digital reproductions of the original materials. Use of digital files is restricted to research and educational purposes.,http://rightsstatements.org/vocab/InC/1.0/,image,Ashna,Creative Commons Licensing- Non Commercial,"Spartan Daily. “Anti-war Protest.” 1967. Calisphere, University of California, https://calisphere.org/item/6598d159f2900ea4187dcf1a2f74a49e/"
sjsu_1967_photo_002.jpg,sjsu_1967_photo_002,Anti-Vietnam war student protest,Spartan Daily News (Creator),1967-11,"San Jose State students gather to protest the Vietnam War. Shown here is a male student holding a protest sign that reads: Join the Marines learn to kill presidents, destroy homes, and burn children; A female student similarly holds up a magazine that depicts a burnt Asian child.","San Jose State University, Anti-war, Students, Campus, Protest signs",San Jose State University,37.3352,-121.8811,"San Jose State University, Special Collections and Archives - https://calisphere.org/item/6598d159f2900ea4187dcf1a2f74a49e/",SJSU_civrights_034,Black and white film camera,image/jpg,English,Creative Commons Licensing- Non Commercial,All requests for permission to publish or quote from this collection must be submitted in writing to the Director of Special Collections. Permission for publication is given on behalf of the Special Collections & Archives. Copyright restrictions may apply to digital reproductions of the original materials. Use of digital files is restricted to research and educational purposes.,http://rightsstatements.org/vocab/InC/1.0/,image,Ashna,Creative Commons Licensing- Non Commercial,"Spartan Daily News. “Anti-Vietnam War Student Protest.” 1967. Calisphere, University of California, https://calisphere.org/item/d4a0aa72b978574d088d45f3e47f5cd3/"
sjsu_1967_photo_003.jpg,sjsu_1967_photo_003,Campus graffiti,Spartan Daily (Creator),1967-11,Campus anti-war graffiti is visible on particle board that surrounds a campus building project. The graffiti reads: Communists lose in Vietnam.,"slogans, San Jose State University",San Jose State University ,37.3352,-121.8811,"San Jose State University, Special Collections and Archives - https://calisphere.org/item/6598d159f2900ea4187dcf1a2f74a49e/",SJSU_civrights_078,Black and white film camera,image/jpg,English,Creative Commons Licensing- Non Commercial,All requests for permission to publish or quote from this collection must be submitted in writing to the Director of Special Collections. Permission for publication is given on behalf of the Special Collections & Archives. Copyright restrictions may apply to digital reproductions of the original materials. Use of digital files is restricted to research and educational purposes.,http://rightsstatements.org/vocab/InC/1.0/,image,Ashna,Creative Commons Licensing- Non Commercial,"Spartan Daily. “Campus Graffiti.” 1967. Calisphere, University of California, https://calisphere.org/item/1eb4ef8421a724c1e8b543d2ebf11f65/"
sjsu_1967_photo_004.jpg,sjsu_1967_photo_004,Anti-war and anti-draft protest,Spartan Daily (Creator),1967-11,"Anti-war and anti-draft student protest. In this view, three students are eating ice cream cones while listening to two other students. Posters announcing a student strike for peace event are situated between the seated student. A large peace symbol is prominent on the poster on the left, and to the right, a mock oversized poster reads: ""Selective Service System Certificate,"" with ""Resist April 29, 1968,"" written across the certificate.","San Jose State University, Students, Pacifism, Political Art",San Jose State University ,37.3352,-121.8811,"San Jose State University, Special Collections and Archives - https://calisphere.org/item/6598d159f2900ea4187dcf1a2f74a49e/",SJSU_civrights_121,Black and white film camera,image/jpg,English,Creative Commons Licensing- Non Commercial,All requests for permission to publish or quote from this collection must be submitted in writing to the Director of Special Collections. Permission for publication is given on behalf of the Special Collections & Archives. Copyright restrictions may apply to digital reproductions of the original materials. Use of digital files is restricted to research and educational purposes.,http://rightsstatements.org/vocab/InC/1.0/,image,Ashna,Creative Commons Licensing- Non Commercial,"Spartan Daily. “Anti-war and Anti-draft Protest.” 1967. Calisphere, University of California, https://calisphere.org/item/6f0f875d23a94bc625b18f5dbc5bf068/"
sjsu_1967_photo_005.jpg,sjsu_1967_photo_005,Anti-war demonstration,"Spartan Daily, Kioski (Creator)",1967-11,A large group of students listen to a male speaker. The students opposed the Vietnam War and the draft.,"Public speaking, San Jose State University, Crowds, Students",San Jose State University,37.3352,-121.8811,"San Jose State University, Special Collections and Archives - https://calisphere.org/item/6598d159f2900ea4187dcf1a2f74a49e/",SJSU_civrights_058,Black and white film camera,image/jpg,English,Creative Commons Licensing- Non Commercial,All requests for permission to publish or quote from this collection must be submitted in writing to the Director of Special Collections. Permission for publication is given on behalf of the Special Collections & Archives. Copyright restrictions may apply to digital reproductions of the original materials. Use of digital files is restricted to research and educational purposes.,http://rightsstatements.org/vocab/InC/1.0/,image,Ashna,Creative Commons Licensing- Non Commercial,"Spartan Daily and Kioski. “Anti-war Demonstration.” 1967. Calisphere, University of California, https://calisphere.org/item/2f15c6d51381c1bdc95edc4e4ca6a88a/"
